level,entryId,term,reading,meaningEn,meaningViDraft
N1,n1_tanos_1051,交付,こうふ,"delivering, furnishing",[VI cần duyệt] delivering; [VI cần duyệt] furnishing
N1,n1_tanos_1052,降伏,こうふく,"capitulation, surrender, submission",[VI cần duyệt] capitulation; [VI cần duyệt] surrender; [VI cần duyệt] submission
N1,n1_tanos_1053,興奮,こうふん,"excitement, stimulation, agitation, arousal",[VI cần duyệt] excitement; [VI cần duyệt] stimulation; [VI cần duyệt] agitation; [VI cần duyệt] arousal
N1,n1_tanos_1054,公募,こうぼ,"public appeal, public contribution",[VI cần duyệt] public appeal; [VI cần duyệt] public contribution
N1,n1_tanos_1055,巧妙,こうみょう,"ingenious, skillful, clever, deft",[VI cần duyệt] ingenious; [VI cần duyệt] skillful; [VI cần duyệt] clever; [VI cần duyệt] deft
N1,n1_tanos_1056,公用,こうよう,"government business, public use, public expense",[VI cần duyệt] government business; [VI cần duyệt] public use; [VI cần duyệt] public expense
N1,n1_tanos_1057,小売,こうり,retail,[VI cần duyệt] retail
N1,n1_tanos_1058,効率,こうりつ,efficiency,[VI cần duyệt] efficiency
N1,n1_tanos_1059,公立,こうりつ,public,[VI cần duyệt] public
N1,n1_tanos_1061,小切手,こぎって,"cheque, check",[VI cần duyệt] cheque; [VI cần duyệt] check
N1,n1_tanos_1062,国産,こくさん,domestic products,[VI cần duyệt] domestic products
N1,n1_tanos_1063,国定,こくてい,"state-sponsored, national",[VI cần duyệt] state-sponsored; [VI cần duyệt] national
N1,n1_tanos_1064,国土,こくど,realm,[VI cần duyệt] realm
N1,n1_tanos_1065,告白,こくはく,"confession, acknowledgement",[VI cần duyệt] confession; [VI cần duyệt] acknowledgement
N1,n1_tanos_1066,国防,こくぼう,national defence,[VI cần duyệt] national defence
N1,n1_tanos_1067,国有,こくゆう,national ownership,[VI cần duyệt] national ownership
N1,n1_tanos_1068,国連,こくれん,"U.N., United Nations",[VI cần duyệt] U.N; [VI cần duyệt] United Nations
N1,n1_tanos_1069,漕ぐ,こぐ,"to row, to scull, to pedal",[VI cần duyệt] to row; [VI cần duyệt] to scull; [VI cần duyệt] to pedal
N1,n1_tanos_1070,焦げ茶,こげちゃ,black tea,[VI cần duyệt] black tea
N1,n1_tanos_1071,個々,ここ,"individual, one by one",[VI cần duyệt] individual; [VI cần duyệt] one by one
N1,n1_tanos_1072,箇箇,ここ,"individual, separate",[VI cần duyệt] individual; [VI cần duyệt] separate
N1,n1_tanos_1073,心地,ここち,"feeling, sensation, mood",cảm giác; [VI cần duyệt] sensation; [VI cần duyệt] mood
N1,n1_tanos_1075,心掛け,こころがけ,"readiness, intention, aim",[VI cần duyệt] readiness; [VI cần duyệt] intention; [VI cần duyệt] aim
N1,n1_tanos_1076,心掛ける,こころがける,"to bear in mind, to aim to do",[VI cần duyệt] to bear in mind; [VI cần duyệt] to aim to do
N1,n1_tanos_1077,志,こころざし,"will, intention, motive",[VI cần duyệt] will; [VI cần duyệt] intention; [VI cần duyệt] motive
N1,n1_tanos_1078,志す,こころざす,"to plan, to intend, to aspire to, to set aims",kế hoạch; [VI cần duyệt] to intend; [VI cần duyệt] to aspire to; [VI cần duyệt] to set aims
N1,n1_tanos_1079,心強い,こころづよい,"heartening, reassuring",[VI cần duyệt] heartening; [VI cần duyệt] reassuring
N1,n1_tanos_1080,心細い,こころぼそい,"helpless, forlorn, hopeless, unpromising, lonely, discouraging, disheartening",[VI cần duyệt] helpless; [VI cần duyệt] forlorn; [VI cần duyệt] hopeless; [VI cần duyệt] unpromising; [VI cần duyệt] lonely; [VI cần duyệt] discouraging; [VI cần duyệt] disheartening
N1,n1_tanos_1081,試み,こころみ,"trial, experiment",[VI cần duyệt] trial; [VI cần duyệt] experiment
N1,n1_tanos_1082,試みる,こころみる,"to try, to test",[VI cần duyệt] to try; bài kiểm tra
N1,n1_tanos_1083,快い,こころよい,"pleasant, agreeable",[VI cần duyệt] pleasant; [VI cần duyệt] agreeable
N1,n1_tanos_1084,凝らす,こごらす,"to freeze, to congeal",[VI cần duyệt] to freeze; [VI cần duyệt] to congeal
N1,n1_tanos_1085,凝る,こごる,"to congeal, to freeze",[VI cần duyệt] to congeal; [VI cần duyệt] to freeze
N1,n1_tanos_1086,拵える,こしらえる,"to make, to manufacture",làm; tạo ra; [VI cần duyệt] to manufacture
N1,n1_tanos_1087,孤児,こじ,orphan,[VI cần duyệt] orphan
N1,n1_tanos_1088,拗れる,こじれる,"to get complicated, to grow worse",[VI cần duyệt] to get complicated; [VI cần duyệt] to grow worse
N1,n1_tanos_1089,故人,こじん,"the deceased, old friend",[VI cần duyệt] the deceased; [VI cần duyệt] old friend
N1,n1_tanos_1090,梢,こずえ,treetop,[VI cần duyệt] treetop
N1,n1_tanos_1091,個性,こせい,"individuality, personality, idiosyncrasy",[VI cần duyệt] individuality; [VI cần duyệt] personality; [VI cần duyệt] idiosyncrasy
N1,n1_tanos_1092,戸籍,こせき,"census, family register",[VI cần duyệt] census; [VI cần duyệt] family register
N1,n1_tanos_1093,小銭,こぜに,"coins, small change",[VI cần duyệt] coins; [VI cần duyệt] small change
N1,n1_tanos_1094,固体,こたい,solid,[VI cần duyệt] solid
N1,n1_tanos_1095,答え,こたえ,"answer, response",câu trả lời; [VI cần duyệt] response
N1,n1_tanos_1096,堪える,こたえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t",[VI cần duyệt] to bear; đứng; [VI cần duyệt] to endure; [VI cần duyệt] to put up with; hỗ trợ; [VI cần duyệt] to withstand; [VI cần duyệt] to resist; [VI cần duyệt] to brave; [VI cần duyệt] to be fit for; [VI cần duyệt] t
N1,n1_tanos_1097,火燵,こたつ,"table with heater, charcoal brazier in a floor well",[VI cần duyệt] table with heater; [VI cần duyệt] charcoal brazier in a floor well
N1,n1_tanos_1098,古代,こだい,ancient times,[VI cần duyệt] ancient times
N1,n1_tanos_1099,こだわる,こだわる,"to fuss over, to be particular about, to be concerned about",[VI cần duyệt] to fuss over; [VI cần duyệt] to be particular about; [VI cần duyệt] to be concerned about
N1,n1_tanos_1100,誇張,こちょう,exaggeration,[VI cần duyệt] exaggeration
N1,n1_tanos_1101,滑稽,こっけい,"funny, humorous, comical, laughable, ridiculous, joking",[VI cần duyệt] funny; [VI cần duyệt] humorous; [VI cần duyệt] comical; [VI cần duyệt] laughable; [VI cần duyệt] ridiculous; [VI cần duyệt] joking
N1,n1_tanos_1102,国交,こっこう,diplomatic relations,[VI cần duyệt] diplomatic relations
N1,n1_tanos_1103,骨董品,こっとうひん,curio,[VI cần duyệt] curio
N1,n1_tanos_1104,骨,こつ,"knack, skill",[VI cần duyệt] knack; kỹ năng
N1,n1_tanos_1105,固定,こてい,fixation,[VI cần duyệt] fixation
N1,n1_tanos_1106,事柄,ことがら,"matter, thing, affair, circumstance",[VI cần duyệt] matter; [VI cần duyệt] thing; [VI cần duyệt] affair; [VI cần duyệt] circumstance
N1,n1_tanos_1107,悉く,ことごとく,"altogether, entirely",[VI cần duyệt] altogether; [VI cần duyệt] entirely
N1,n1_tanos_1108,言伝,ことづて,"declaration, hearsay",[VI cần duyệt] declaration; [VI cần duyệt] hearsay
N1,n1_tanos_1109,殊に,ことに,"especially, above all",[VI cần duyệt] especially; [VI cần duyệt] above all
N1,n1_tanos_1110,事によると,ことによると,depending on the circumstances,[VI cần duyệt] depending on the circumstances
N1,n1_tanos_1111,孤独,こどく,"isolation, loneliness, solitude",[VI cần duyệt] isolation; [VI cần duyệt] loneliness; [VI cần duyệt] solitude
N1,n1_tanos_1112,粉々,こなごな,in very small pieces,[VI cần duyệt] in very small pieces
N1,n1_tanos_1113,此の,この,this,[VI cần duyệt] this
N1,n1_tanos_1114,この間,このあいだ,"the other day, lately, recently",[VI cần duyệt] the other day; [VI cần duyệt] lately; [VI cần duyệt] recently
N1,n1_tanos_1115,この頃,このごろ,recently,[VI cần duyệt] recently
N1,n1_tanos_1116,好ましい,このましい,"nice, likeable, desirable",[VI cần duyệt] nice; [VI cần duyệt] likeable; [VI cần duyệt] desirable
N1,n1_tanos_1117,個別,こべつ,particular case,[VI cần duyệt] particular case
N1,n1_tanos_1118,零す,こぼす,to spill,[VI cần duyệt] to spill
N1,n1_tanos_1119,零れる,こぼれる,"to overflow, to spill",[VI cần duyệt] to overflow; [VI cần duyệt] to spill
N1,n1_tanos_1120,細やか,こまやか,friendly,[VI cần duyệt] friendly
N1,n1_tanos_1121,混む,こむ,to be crowded,[VI cần duyệt] to be crowded
N1,n1_tanos_1122,込める,こめる,"to include, to put into",[VI cần duyệt] to include; [VI cần duyệt] to put into
N1,n1_tanos_1123,篭る,こもる,"to seclude oneself, to be confined in, to be implied, to be stuffy",[VI cần duyệt] to seclude oneself; [VI cần duyệt] to be confined in; [VI cần duyệt] to be implied; [VI cần duyệt] to be stuffy
N1,n1_tanos_1124,固有,こゆう,"characteristic, tradition, peculiar, inherent, eigen-",[VI cần duyệt] characteristic; truyền thống; [VI cần duyệt] peculiar; [VI cần duyệt] inherent; [VI cần duyệt] eigen-
N1,n1_tanos_1125,雇用,こよう,"employment , hire",[VI cần duyệt] employment; [VI cần duyệt] hire
N1,n1_tanos_1126,暦,こよみ,"calendar, almanac",[VI cần duyệt] calendar; [VI cần duyệt] almanac
N1,n1_tanos_1127,堪える,こらえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t",[VI cần duyệt] to bear; đứng; [VI cần duyệt] to endure; [VI cần duyệt] to put up with; hỗ trợ; [VI cần duyệt] to withstand; [VI cần duyệt] to resist; [VI cần duyệt] to brave; [VI cần duyệt] to be fit for; [VI cần duyệt] t
N1,n1_tanos_1128,孤立,こりつ,"isolation, helplessness",[VI cần duyệt] isolation; [VI cần duyệt] helplessness
N1,n1_tanos_1129,懲りる,こりる,"to learn by experience, to be disgusted with",[VI cần duyệt] to learn by experience; [VI cần duyệt] to be disgusted with
N1,n1_tanos_1130,此れ,これ,this,[VI cần duyệt] this
N1,n1_tanos_1131,此れ等,これら,these,[VI cần duyệt] these
N1,n1_tanos_1132,魂,こん,"soul, spirit",[VI cần duyệt] soul; [VI cần duyệt] spirit
N1,n1_tanos_1133,根気,こんき,"patience, perseverance, energy",[VI cần duyệt] patience; [VI cần duyệt] perseverance; [VI cần duyệt] energy
N1,n1_tanos_1134,根拠,こんきょ,"basis, foundation",[VI cần duyệt] basis; [VI cần duyệt] foundation
N1,n1_tanos_1135,混血,こんけつ,"mixed race, mixed parentage",[VI cần duyệt] mixed race; [VI cần duyệt] mixed parentage
N1,n1_tanos_1136,昆虫,こんちゅう,"insect, bug",[VI cần duyệt] insect; [VI cần duyệt] bug
N1,n1_tanos_1137,根底,こんてい,"root, basis, foundation",[VI cần duyệt] root; [VI cần duyệt] basis; [VI cần duyệt] foundation
N1,n1_tanos_1138,混同,こんどう,"confusion, mixing, merger",[VI cần duyệt] confusion; [VI cần duyệt] mixing; [VI cần duyệt] merger
N1,n1_tanos_1139,今日は,こんにちは,"hello, good day",[VI cần duyệt] hello; [VI cần duyệt] good day
N1,n1_tanos_1140,今晩は,こんばんは,good evening,[VI cần duyệt] good evening
N1,n1_tanos_1141,根本,こんぽん,"origin, source, foundation, root, base, principle",[VI cần duyệt] origin; [VI cần duyệt] source; [VI cần duyệt] foundation; [VI cần duyệt] root; [VI cần duyệt] base; [VI cần duyệt] principle
N1,n1_tanos_1142,御,ご,"go-, honourable",[VI cần duyệt] go-; [VI cần duyệt] honourable
N1,n1_tanos_1143,語彙,ごい,"vocabulary, glossary",[VI cần duyệt] vocabulary; [VI cần duyệt] glossary
N1,n1_tanos_1144,濠,ごう,moat,[VI cần duyệt] moat
N1,n1_tanos_1145,業,ごう,"Buddhist karma, actions committed in a former life",[VI cần duyệt] Buddhist karma; [VI cần duyệt] actions committed in a former life
N1,n1_tanos_1146,号,ごう,"number, issue",[VI cần duyệt] number; [VI cần duyệt] issue
N1,n1_tanos_1147,合意,ごうい,"agreement, consent, mutual understanding",[VI cần duyệt] agreement; [VI cần duyệt] consent; [VI cần duyệt] mutual understanding
N1,n1_tanos_1148,合議,ごうぎ,"consultation, conference",[VI cần duyệt] consultation; hội nghị
N1,n1_tanos_1149,強気,ごうぎ,"great, grand",[VI cần duyệt] great; [VI cần duyệt] grand
N1,n1_tanos_1150,合成,ごうせい,"synthesis, composition, synthetic, composite, mixed, combined, compound",[VI cần duyệt] synthesis; [VI cần duyệt] composition; [VI cần duyệt] synthetic; [VI cần duyệt] composite; [VI cần duyệt] mixed; [VI cần duyệt] combined; [VI cần duyệt] compound
N1,n1_tanos_1151,護衛,ごえい,"guard, convoy, escort",[VI cần duyệt] guard; [VI cần duyệt] convoy; [VI cần duyệt] escort
N1,n1_tanos_1152,語句,ごく,"words, phrases",[VI cần duyệt] words; [VI cần duyệt] phrases
N1,n1_tanos_1153,極楽,ごくらく,paradise,[VI cần duyệt] paradise
N1,n1_tanos_1154,ご苦労様,ごくろうさま,Thank you very much for your,[VI cần duyệt] Thank you very much for your
N1,n1_tanos_1155,語源,ごげん,"word root, word derivation, etymology",[VI cần duyệt] word root; [VI cần duyệt] word derivation; [VI cần duyệt] etymology
N1,n1_tanos_1157,ご座います,ございます,"to be , to exist",là; ở; [VI cần duyệt] to exist
N1,n1_tanos_1158,ご馳走,ごちそう,"feast, treating",[VI cần duyệt] feast; [VI cần duyệt] treating
N1,n1_tanos_1159,ご馳走さま,ごちそうさま,feast,[VI cần duyệt] feast
N1,n1_tanos_1160,毎,ごと,each respectively,[VI cần duyệt] each respectively
N1,n1_tanos_1161,碁盤,ごばん,Go board,[VI cần duyệt] Go board
N1,n1_tanos_1162,ご無沙汰,ごぶさた,not writing or contacting for a while,[VI cần duyệt] not writing; [VI cần duyệt] contacting for a while
N1,n1_tanos_1163,誤魔化す,ごまかす,"to deceive, to falsify, to misrepresent",[VI cần duyệt] to deceive; [VI cần duyệt] to falsify; [VI cần duyệt] to misrepresent
N1,n1_tanos_1164,御免ください,ごめんください,May I come in?,[VI cần duyệt] May I come in?
N1,n1_tanos_1165,御免なさい,ごめんなさい,"I beg your pardon, excuse me",[VI cần duyệt] I beg your pardon; [VI cần duyệt] excuse me
N1,n1_tanos_1166,御覧なさい,ごらんなさい,"look, try to do",[VI cần duyệt] look; [VI cần duyệt] try to do
N1,n1_tanos_1168,再,さい,"re-, again, repeated",[VI cần duyệt] re-; [VI cần duyệt] again; [VI cần duyệt] repeated
N1,n1_tanos_1169,差異,さい,"difference, disparity",khác biệt; [VI cần duyệt] disparity
N1,n1_tanos_1170,歳,さい,#NAME?,[VI cần duyệt] #NAME?
N1,n1_tanos_1171,再会,さいかい,"another meeting, meeting again, reunion",[VI cần duyệt] another meeting; [VI cần duyệt] meeting again; [VI cần duyệt] reunion
N1,n1_tanos_1172,災害,さいがい,"calamity, disaster, misfortune",[VI cần duyệt] calamity; [VI cần duyệt] disaster; [VI cần duyệt] misfortune
N1,n1_tanos_1173,細菌,さいきん,"bacillus, bacterium, germ",[VI cần duyệt] bacillus; [VI cần duyệt] bacterium; [VI cần duyệt] germ
N1,n1_tanos_1174,細工,さいく,"work, craftsmanship, tactics, trick",công việc; [VI cần duyệt] craftsmanship; [VI cần duyệt] tactics; [VI cần duyệt] trick
N1,n1_tanos_1175,採掘,さいくつ,mining,[VI cần duyệt] mining
N1,n1_tanos_1176,採決,さいけつ,"vote, roll call",[VI cần duyệt] vote; [VI cần duyệt] roll call
N1,n1_tanos_1177,再建,さいけん,"rebuilding, reconstruction, rehabilitation",[VI cần duyệt] rebuilding; [VI cần duyệt] reconstruction; [VI cần duyệt] rehabilitation
N1,n1_tanos_1178,再現,さいげん,"reappearance, reproduction, return, revival",[VI cần duyệt] reappearance; [VI cần duyệt] reproduction; [VI cần duyệt] return; [VI cần duyệt] revival
N1,n1_tanos_1180,採集,さいしゅう,"collecting, gathering",[VI cần duyệt] collecting; [VI cần duyệt] gathering
N1,n1_tanos_1181,再生,さいせい,"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r",[VI cần duyệt] playback; [VI cần duyệt] regeneration; [VI cần duyệt] resuscitation; [VI cần duyệt] return to life; [VI cần duyệt] rebirth; [VI cần duyệt] reincarnation; [VI cần duyệt] narrow escape; [VI cần duyệt] reclamation; [VI cần duyệt] r
